"updateID","updateDate","verNumber","rawFile","parentBoxFolder","sourceCode","updaterInitials","updateMetadata"
"S_sampleIDReconstruct","3/5/2021","4.5.0","ZOOPS_LENGTHS.20210305.csv","GitHubIssues.Fix","sampleIDsCheck_gh51.R","KG","Using the lookup table from SAMPLES, updated sampleID's and propagated the changes to the other columns, deferring to the info in the sampleID. Corrected depthBottom from 10 to 8 for several samples--probably a dragdown error. Note that this updateID is overwritten by zoopIDFix.20210305."
"zoopIDFix.20210305","3/5/2021","4.5.0","ZOOPS_LENGTHS.20210305.csv","GitHubIssues.Fix","sampleIDsCheck_gh51.R","KG","Re-created zoopID's because apparently they didn't get created properly the first time. All 39209 rows affected."
"S_sampleIDReconstruct","3/5/2021","4.5.0","GC.20210305.csv","GitHubIssues.Fix","sampleIDsCheck_gh51.R","KG","Using the lookup table from SAMPLES, updated sampleID's and propagated the changes to the other columns, deferring to the info in the sampleID. Overwrote basically all the times in dateTimeSample (another time zone issue, I think) and corrected depthClasses. Total of 16228 rows affected."
"S_sampleIDReconstruct","3/5/2021","4.5.0","COLOR.20210305.csv","GitHubIssues.Fix","sampleIDsCheck_gh51.R","KG","Using the lookup table from SAMPLES, updated sampleID's and propagated the changes to the other columns, deferring to the info in the sampleID. A bunch of depthClass and time zone fixes, and fixed one siteName that was accidentally entered as a siteID. Total of 1894 rows affected."
"BI_2018MetadataIDsReFix.20210305","3/5/2021","4.5.0","BENTHIC_INVERTS.20210305.csv","GitHubIssues.Fix","BENTHIC_INVERTS_duplicate_invertIDs_gh88.R","KG","Fixed leftover 2018 bug metadataID's. These were supposed to have been fixed in a previous update but they didn't go through. Changed them to 'zoobenthos.Sample.20110714', since we decided there were no meaningful differences between that and the 2018 protocol in terms of results. Total of 4151 rows affected (* see VH)."
"BI_MetadataIDsFix.20210305","3/5/2021","4.5.0","BENTHIC_INVERTS.20210305.csv","GitHubIssues.Fix","BENTHIC_INVERTS_duplicate_invertIDs_gh88.R","KG","Fixed some additional rows that had a data metadataID instead of a sampling metadataID. This time replaced 'zoobenthosLengths.20110519' with 'zoobenthos.Sample.20110714'. Total of 1792 rows affected (* see VH)."
"BI_sampleIDReconstruct","3/5/2021","4.5.0","BENTHIC_INVERTS.20210305.csv","GitHubIssues.Fix","BENTHIC_INVERTS_duplicate_invertIDs_gh88.R","KG","Changed a date in dateSample/dateTimeSample to match the sampleID. Total of 4 rows affected (* see VH)."
"bugPhotoChecks.20210305","3/5/2021","4.5.0","BENTHIC_INVERTS.20210305.csv","GitHubIssues.Fix","BENTHIC_INVERTS_duplicate_invertIDs_gh88.R","KG","Fixes resulting from AA and KG's work to cross-reference photos with rows in the database. Total of 146 rows affected (* see VH)."
"bugTime_1000Fix.20210305","3/5/2021","4.5.0","BENTHIC_INVERTS.20210305.csv","GitHubIssues.Fix","BENTHIC_INVERTS_duplicate_invertIDs_gh88.R","KG","Fixed '1000' in the time portion of the sampleID from a bunch of samples from 2018--should be 0000 by default for bug samples. Total of 1593 rows affected (* see VH)."
"invertNumFix.20210305","3/5/2021","4.5.0","BENTHIC_INVERTS.20210305.csv","GitHubIssues.Fix","BENTHIC_INVERTS_duplicate_invertIDs_gh88.R","KG","Fixed invertNums where they were either missing or in conflict with invertID's. Total of 5297 rows affected (* see VH)."
"sampleID1900Fix.20210305","3/5/2021","4.5.0","BENTHIC_INVERTS.20210305.csv","GitHubIssues.Fix","BENTHIC_INVERTS_duplicate_invertIDs_gh88.R","KG","Added the correct date for a bunch of samples that erroneously had 19000100 as the date portion of the sampleID--replaced with the date from dateSample. Total of 1483 rows affected (* see VH)."
"BIS_2018MetadataIDsReFix.20210305","3/5/2021","4.5.0","BENTHIC_INVERT_SAMPLES.20210305.csv","GitHubIssues.Fix","BENTHIC_INVERTS_duplicate_invertIDs_gh88.R","KG","Fixed some additional rows that had a data metadataID instead of a sampling metadataID. This time replaced 'zoobenthosLengths.20110519' with 'zoobenthos.Sample.20110714'. Total of 20 rows affected (* see VH)."
"BIS_MetadataIDsFix.20210305","3/5/2021","4.5.0","BENTHIC_INVERT_SAMPLES.20210305.csv","GitHubIssues.Fix","BENTHIC_INVERTS_duplicate_invertIDs_gh88.R","KG","Fixed some additional rows that had a data metadataID instead of a sampling metadataID. This time replaced 'zoobenthosLengths.20110519' with 'zoobenthos.Sample.20110714'. Total of 241 rows affected (* see VH)."
"BIS_sampleIDReconstruct","3/5/2021","4.5.0","BENTHIC_INVERT_SAMPLES.20210305.csv","GitHubIssues.Fix","BENTHIC_INVERTS_duplicate_invertIDs_gh88.R","KG","Changed a date; removed underscores at the end of some sampleID's, added some times (but later ended up removing those rows, since they belonged in I_S_B_I. Total of 10 rows affected at the end (* see VH)."
"bugPhotoChecks.20210305","3/5/2021","4.5.0","BENTHIC_INVERT_SAMPLES.20210305.csv","GitHubIssues.Fix","BENTHIC_INVERTS_duplicate_invertIDs_gh88.R","KG","Fixes resulting from AA and KG's work to cross-reference photos with rows in the database. Total of 89 rows affected (* see VH)."
"bugRowAdditions.20210305","3/5/2021","4.5.0","BENTHIC_INVERT_SAMPLES.20210305.csv","GitHubIssues.Fix","BENTHIC_INVERTS_duplicate_invertIDs_gh88.R","KG","New rows added by AA after checking photos. Total of 44 rows affected (* see VH)."
"bugTime_1000Fix.20210305","3/5/2021","4.5.0","BENTHIC_INVERT_SAMPLES.20210305.csv","GitHubIssues.Fix","BENTHIC_INVERTS_duplicate_invertIDs_gh88.R","KG","Fixed '1000' in the time portion of the sampleID from a bunch of samples from 2018--should be 0000 by default for bug samples. Total of 140 rows affected (* see VH)."
"fixMissingCCSamples.2020","9/30/2020",NA,"BENTHIC_INVERT_SAMPLES.20200929.csv","GitHubIssues_Fix",NA,"KG","Filled in missing Crazy Chiro samples to fill out the sampling scheme, since some of them were NFC and some of them were unprocessed. Corresponding Google sheet is 'missing crazy chiro samples'. 123 rows added. 6 sampleID's changed because of typos."
"BIS_create.2020","9/30/2020",NA,"BENTHIC_INVERT_SAMPLES.20200929.csv","GitHubIssues_Fix",NA,"KG","Created new BENTHIC_INVERT_SAMPLES table. This will be analogous to FISH_SAMPLES (with a similar equivalency between BENTHIC_INVERTS and FISH_INFO). The purpose of this was a) to maintain parallel structure across the database, and b) to allow us to add a column, `processed` to BENTHIC_INVERT_SAMPLES to designate whether a sample associated with no bugs was NFC (processed = T) or unprocessed, like many of Shun's crazy chiro samples (processed = F). Default value of processed is NA, since I'm not sure whether there are rows in BENTHIC_INVERT_SAMPLES that we don't know about where someone (correctly) added a row for a sample they took but didn't process."
"missingBugSamplesLong.2020","9/30/2020",NA,"BENTHIC_INVERT_SAMPLES.20200929.csv","GitHubIssues_Fix",NA,"KG","Filled in some missing bug samples for Long Lake. Along the way, had to change some near-duplicate sampleID's (only difference was the metadata portion of the sampleID, and one of them was wrong). For the 22 sampleID's that I updated, I checked whether they appeared in any other tables. Some of them appeared in BACTERIAL_PRODUCTION_BENTHIC, so I changed the sampleID's in that table too."
"bugSamplesMissingDepth.2020","9/30/2020",NA,"BENTHIC_INVERT_SAMPLES.20200929.csv, ISOTOPE_SAMPLES_BENTHIC_INVERTS.20200929.csv, LIPID_SAMPLES.20200929.csv","GitHubIssues_Fix",NA,"KG","Noted that 9 bug sampleID's had a double underscore __ because the depthBottom portion was missing. DepthBottom in those cases happened to be 0, though I don't think all 0-depth samples had this problem. Added back the 0 to fix this, and also changed those sampleID's where they appeared in other tables (I_S_B_I and LIPID_SAMPLES)."
"BENTHIC_INVERT_SAMPLES_units_update.20200930","9/30/2020",NA,"UNITS.20200930.csv","GitHubIssues_Fix",NA,"KG","Updated UNITS with new columns."
"FI_tagsFix.20210217","2/17/2021","4.4.0","FISH_INFO.20210217.csv","GitHubIssues_Fix","FISH_INFO_clipApply_fix_gh22_gh104_gh114.R","KG","Removed columns 'tagID', 'oldTag', 'tagApply', 'tagRecapture', 'tagApplyType', and 'tagRecaptureType', and replaced them with 'pitApply', 'pitRecapture', 'floyApply', and 'floyRecapture'. Corrected a whole bunch of duplicate tag numbers by going back to the original data sheets. Total of 1070 rows affected."
"minnowTrap_deployTimes_fix.20200827","1/12/2021","4.3.0","FISH_SAMPLES.20210112.csv","GitHubIssues_Fix","FISH_SAMPLES_minnowtrap_deploytimes_gh60.R","KG","Fixed incorrect deploy times from minnow trap data. For details, see script."
"unitsAdditions.20200624","7/8/2020","3.3.0","UNITS.20200708.csv","GitHubIssues_Fix",NA,"KG","Not sure where this updateID came from. Maybe an early version of the update from CREW_yearbook_update_gh16.R that accidentally got overwritten in the code?"
"FISH_INFO_YOYSurv.fix.20201106","11/20/2020","4.0.0","UNITS.20201120.csv","GitHubIssues_Fix","meta_4.0.0.R","KG","Add a metadataID column to FISH_INFO."
"foreignKeyFixes_20210325","3/25/2021","4.5.1","BACTERIAL_PRODUCTION_BENTHIC.20210325.csv","GitHubIssues.Fix","foreignKeyFixes_gh130.R","KG","Changed metadataID portion of the sampleID to 'BenthicBacterialProduction.Sampling.20110616' for all samples, and created that document in 'Database/Metadata Files/'. CTS and KG decided we're ok with having the same sampling event effectively appear in two different *SAMPLES tables now, with different metadataID portions. No change to the number of rows (272)."
"foreignKeyFixes_20210325","3/25/2021","4.5.1","BACTERIAL_PRODUCTION_PELAGIC.20210325.csv","GitHubIssues.Fix","foreignKeyFixes_gh130.R","KG","Changed depthClass from 'Hypo' to 'hypo' in 11 rows, and also made that change in the sampleID to allow sampleID to reference SAMPLES. No change to the number of rows (93)."
"foreignKeyFixes_20210325","3/25/2021","4.5.1","BENTHIC_INVERT_SAMPLES.20210325.csv","GitHubIssues.Fix","foreignKeyFixes_gh130.R","KG","For 44 rows where depthTop had been accidentally set to dateSample, set it to depthBottom (which is the same as depthTop for bug samples). No change to the number of rows (2130)."
"foreignKeyFixes_20210325","3/25/2021","4.5.1","BENTHIC_INVERTS.20210325.csv","GitHubIssues.Fix","foreignKeyFixes_gh130.R","KG","Assigned three samples with NA projectIDs to project 3. Changed 'bezzia or palpomyia' to 'bezzia_or_palpomyia' in 61 rows. Corrected dateTimeSample based on dateSample and sampleID for 2 rows. No change to the number of rows (49240)."
"foreignKeyFixes_20210325","3/25/2021","4.5.1","CHLOROPHYLL.20210325.csv","GitHubIssues.Fix","foreignKeyFixes_gh130.R","KG","Corrected dateTimeSample based on dateSample and sampleID for 2 rows. Changed depthBottom portion of sampleID to 8m from 1m for 2 rows to fix a typo. No change to the number of rows (3901)"
"foreignKeyFixes_20210325","3/25/2021","4.5.1","COLOR.20210325.csv","GitHubIssues.Fix","foreignKeyFixes_gh130.R","KG","Fixed lakeID for 1 row. No change to number of rows (2752)."
"foreignKeyFixes_20210325","3/25/2021","4.5.1","CREEL_BOAT_SAMPLES.20210325.csv","GitHubIssues.Fix","foreignKeyFixes_gh130.R","KG","Corrected 'wholeShoreLine' to 'WholeShoreLine' in 3 rows. Changed gear portion of sampleID from AN to CR for 3 rows. No change to the number of rows (501)."
"foreignKeyFixes_20210325","3/25/2021","4.5.1","CREEL_BOATS.20210325.csv","GitHubIssues.Fix","foreignKeyFixes_gh130.R","KG","Replaced 'AN' with 'CR' for 15 rows. No change to the number of rows (1135)."
"foreignKeyFixes_20210325","3/25/2021","4.5.1","CREEL_FISH.20210325.csv","GitHubIssues.Fix","foreignKeyFixes_gh130.R","KG","Added gear (CR) to fishID and creelID in 67 rows where it was missing. No change to the number of rows (192)."
"foreignKeyFixes_20210325","3/25/2021","4.5.1","CREEL_SAMPLES.20210325.csv","GitHubIssues.Fix","foreignKeyFixes_gh130.R","KG","Added gear (CR) to sampleID in 80 rows where it was missing. Added 1 missing row from CREEL_INFO to CREEL_SAMPLES. Changed gear portion of sampleID from AN to CR for 1 row. Corrected the metadataID portion of the sampleID for 1 row. Row count increases from 479 to 480."
"foreignKeyFixes_20210325","3/25/2021","4.5.1","FISH_DIETS.20210325.csv","GitHubIssues.Fix","foreignKeyFixes_gh130.R","KG","Changed species misspelling 'yellow_pirch' to 'yellow_perch' in 4 rows. Corrected a bunch of dietItem spellings to make them fit with OTU, and changed NA to 'unknown'. No change to the number of rows (4739)."
"foreignKeyFixes_20210325","3/25/2021","4.5.1","FISH_INFO.20210325.csv","GitHubIssues.Fix","foreignKeyFixes_gh130.R","KG","Manually corrected 24 sampleIDs--mostly time errors, e.g. recording timeSet instead of timeSample in the sampleID. Added 2 fishIDs from FISH_MORPHOMETRICS. Row count to 82699 from 82697."
"foreignKeyFixes_20210325","3/25/2021","4.5.1","FISH_OTOLITHS.20210325.csv","GitHubIssues.Fix","foreignKeyFixes_gh130.R","KG","Manually fixed times and other inconsistencies in 19 sampleIDs, affecting 136 fishIDs and 987 rows. No change to the number of rows (11022)."
"foreignKeyFixes_20210325","3/25/2021","4.5.1","FISH_SAMPLES.20210325.csv","GitHubIssues.Fix","foreignKeyFixes_gh130.R","KG","Fixed 472 rows that had incomplete lakeID's due to improper regex in the past. No change to number of rows (13564)."
"foreignKeyFixes_20210325","3/25/2021","4.5.1","GC.20210325.csv","GitHubIssues.Fix","foreignKeyFixes_gh130.R","KG","Fixed 3-digit times in sampleIDs for 182 rows. Also filled in dateTimeSample where it was missing, 182 rows as well. No change to the number of rows (16410)."
"foreignKeyFixes_20210325","3/25/2021","4.5.1","ISOTOPE_RESULTS.20210325.csv","GitHubIssues.Fix","foreignKeyFixes_gh130.R","KG","Fixed a typo in 1 row: 'B-B102' changed to 'B-0102'. No change to the number of rows (1098)."
"foreignKeyFixes_20210325","3/25/2021","4.5.1","ISOTOPE_SAMPLES_BENTHIC_INVERTS.20210325.csv","GitHubIssues.Fix","foreignKeyFixes_gh130.R","KG","Dropped the metadataID column, since the other ISOTOPE_SAMPLES_* tables don't have it. No change to the number of rows (254)."
"foreignKeyFixes_20210325","3/25/2021","4.5.1","ISOTOPE_SAMPLES_FISH.20210325.csv","GitHubIssues.Fix","foreignKeyFixes_gh130.R","KG","Replaced left-padding on fish numbers in all 16 rows to make fishIDs reference FISH_INFO. No change to the total number of rows (16)."
"foreignKeyFixes_20210325","3/25/2021","4.5.1","LAKE_BATHYMETRY.20210325.csv","GitHubIssues.Fix","foreignKeyFixes_gh130.R","KG","Changed lakeName 'Tender' to 'Tender Bog' (5 rows). Corrected lakeName 'Humminigbird' to 'Hummingbird' in 1 row. No change to the number of rows (220)."
"foreignKeyFixes_20210325","3/25/2021","4.5.1","LIPID_SAMPLES.20210325.csv","GitHubIssues.Fix","foreignKeyFixes_gh130.R","KG","Changed 'Lipid' to 'lipid' in lipidID column for all 174 rows. No change to the number of rows."
"foreignKeyFixes_20210325","3/25/2021","4.5.1","OTU.20210325.csv","GitHubIssues.Fix","foreignKeyFixes_gh130.R","KG","Changed orderTax from 'venerida' to 'sphaeriida' for 1 row where family was 'sphaeriidae'. Added 18 rows to ensure foreign key relationship with BENTHIC_INVERTS. Added 4 rows for foreign key check with FISH_DIETS. Added 3 rows from ZOOPS_COEFFICIENTS. Now 344 rows."
"foreignKeyFixes_20210325","3/25/2021","4.5.1","PIEZOMETERS_SENSORS.20210325.csv","GitHubIssues.Fix","foreignKeyFixes_gh130.R","KG","Changed depthClass 'PIEZ' to 'piez' in all 74 rows. No change to the number of rows."
"foreignKeyFixes_20210325","3/25/2021","4.5.1","PIEZOMETERS_SURVEYING.20210325.csv","GitHubIssues.Fix","foreignKeyFixes_gh130.R","KG","Changed depthClass 'survey ' to 'piez' in all 9 rows. No change to the number of rows."
"foreignKeyFixes_20210325","3/25/2021","4.5.1","PIEZOMETERS_UPLAND.20210325.csv","GitHubIssues.Fix","foreignKeyFixes_gh130.R","KG","Changed depthClass 'survey ' to 'piez' in all 110 rows. No change to the number of rows."
"foreignKeyFixes_20210325","3/25/2021","4.5.1","RHODAMINE.20210325.csv","GitHubIssues.Fix","foreignKeyFixes_gh130.R","KG","Changed depthClass 'Hypo' to 'hypo' and 'Surface' to 'surface' in 171 rows. No change to the number of rows (329)."
"foreignKeyFixes_20210325","3/25/2021","4.5.1","SAMPLES.20210325.csv","GitHubIssues.Fix","foreignKeyFixes_gh130.R","KG","Added 59 rows from BACTERIAL_PRODUCTION_BENTHIC that had previously been only in BENTHIC_INVERT_SAMPLES; these additions now have a BPB-specific metadataID portion to differentiate them from the BIS rows, which I've left in BIS. Fixed the BPB metadataID portion of the sampleID for 213 rows that *were* already in SAMPLES. Changed 30 lakeIDs to fix bad regex. Fixed 162 incorrect datetimes in dateTimeSample, deferring to the sampleID. Added 1113 rows that were NA in depthClass that I had accidentally removed during the last update in sampleIDsCheck_gh51.R (around line 723). Fixed 91 3-digit times from those restored rows by adding a 0 to the sampleID. Added 2020 DOC data, which somehow never got added (189 rows). Corrected depthBottom from 0 to 7m for 1 row, to align with ZOOPS_ABUND_BIOMASS. Total row count up to 31510 from 30156."
"foreignKeyFixes_20210325","3/25/2021","4.5.1","SED_TRAP_DATA.20210325.csv","GitHubIssues.Fix","foreignKeyFixes_gh130.R","KG","Replaced 'sedimentTrapLabProtocol' with 'sedimentTrapFieldProtocol' in the metadataID portion of the sampleID (but not in the metadataID column itself) to correctly differentiate between sampling and analysis metadata. Change made for all 1497 rows, with no change to the row count."
"foreignKeyFixes_20210325","3/25/2021","4.5.1","SITES.20210325.csv","GitHubIssues.Fix","foreignKeyFixes_gh130.R","KG","Changed siteName from 'DeepHole' to 'WholeLake' in 1 row to align with sampleID. No change to the number of rows (810)."
"foreignKeyFixes_20210325","3/25/2021","4.5.1","STAFF_GAUGES.20210325.csv","GitHubIssues.Fix","foreignKeyFixes_gh130.R","KG","Changed depthClass 'Hypo' to 'hypo' and 'Surface' to 'surface' in sampleIDs, affecting 110 rows."
"foreignKeyFixes_20210325","3/25/2021","4.5.1","WATER_CHEM.20210325.csv","GitHubIssues.Fix","foreignKeyFixes_gh130.R","KG","Added four new sites to fix foreign key reference from BENTHIC_INVERT_SAMPLES. Added 35 new sites from SED_TRAP_SAMPLES. Added 1 new site from SAMPLES. Total rows at 2210 from 2170."
"foreignKeyFixes_20210325","3/25/2021","4.5.1","ZOOPS_ABUND_BIOMASS.20210325.csv","GitHubIssues.Fix","foreignKeyFixes_gh130.R","KG","Added a 0 to replace a double underscore for depthBottom in the sampleID for 1 row. Fixed dateTimes in dateTimeSample, deferring to the sampleID, for 46 rows. Corrected 0 in the depthBottom slot of 1 sampleID to 7m, based on the depthBottom column. No change to the number of rows (2762)."
"foreignKeyFixes_20210325","3/25/2021","4.5.1","ZOOPS_COEFFICIENTS.20210325.csv","GitHubIssues.Fix","foreignKeyFixes_gh130.R","KG","Changed all taxa to lowercase."
"foreignKeyFixes_20210325","3/25/2021","4.5.1","ZOOPS_LENGTHS.20210325.csv","GitHubIssues.Fix","foreignKeyFixes_gh130.R","KG","Fixed dateTimeSample, mostly by adding times from sampleIDs, for 1444 rows. No change to the number of rows (39209)."
"foreignKeyFixes_20210325","3/25/2021","4.5.1","ZOOPS_SUBSAMPLE.20210325.csv","GitHubIssues.Fix","foreignKeyFixes_gh130.R","KG","Replaced a double underscore in the sampleID with a 0 for depthBottom (1 row). Changed depthBottom to 7 from 0m in 1 row. Fixed dateTimeSample from sampleID for 7 rows. No change to the number of rows (1049)."
"sampleGroupFix.20210402","4/02/2021","4.5.2","FISH_SAMPLES.20210402.csv","GitHubIssues_Fix","gh094_projectIDAdd.R","KG","Assigned sampleGroup for 1 row where it was NA. No change to total number of rows (13564)."
NA,"4/02/2021","4.5.2","FISH_SAMPLES.20210402.csv","GitHubIssues_Fix","gh094_projectIDAdd.R","KG","Added projectID column and assigned projectID's for almost all rows, based on metadataID and sampleGroup. No change to total number of rows (13564)."
NA,"4/02/2021","4.5.2","SAMPLES.20210402.csv","GitHubIssues_Fix","gh094_projectIDAdd.R","KG","Added projectID column and assigned projectID's in a few cases where they were evident from the metadataID. Most are still unassigned. No change to row count."
"foreignKeyFixes_20210402","4/02/2021","4.5.2","FISH_INFO.20210402.csv","GitHubIssues_Fix","foreignKeyFixes_20210402_gh130.R","KG","Fixed some fishID's/sampleID's that didn't match up with samples in FISH_SAMPLES, by looking at data sheets. In many cases, the date or time set had been entered instead of the date/time sample. Total of 1057 rows affected; no change to the total number of rows (82699)."
"foreignKeyFixes_20210402","4/02/2021","4.5.2","FISH_OTOLITHS.20210402.csv","GitHubIssues_Fix","foreignKeyFixes_20210402_gh130.R","KG","Fixed some fishID's that didn't match up to FISH_INFO. Many of these were the same as the problems with sampleID's/fishID's in FISH_INFO. Fixed all but one problem (CTS is checking on the last fishID), for a total of 987 rows affected. No change to the total row count (11022)."
"foreignKeyFixes_20210402","4/02/2021","4.5.2","TPOC_DEPOSITION.20210402.csv","GitHubIssues_Fix","foreignKeyFixes_20210402_gh130.R","KG","For EL and WL, the transects coming from three of the sites all converge at the deepHole, leaving us with "
"foreignKeyFixes_20210402","4/02/2021","4.5.2","SAMPLES.20210402.csv","GitHubIssues_Fix","gh094_projectIDAdd.R","KG","Changed TPOC_DEPOSITION sampleIDs that had the site as DeepHole to be randomly assigned to one of the three converging sites. Added two more sampleID's in order to have one for each of the transects. Removed 6 rows and added 18, for a new row count of 31522."
"foreignKeyFixes_20210402","4/02/2021","4.5.2","FISH_DIETS.20210402.csv","GitHubIssues_Fix","foreignKeyFixes_20210402_gh130.R","KG","Fixed a bunch of fishID's to align with the fixes to FISH_INFO. 481 rows affected. No change to the total number of rows (4739)."
"bugSamplingChecksFix_20210402","4/02/2021","4.5.2","BENTHIC_INVERTS.20210402.csv","GitHubIssues_Fix","bugSamplingDistributionChecks_gh126_gh127.R","KG","Mostly outstanding fixes left over from the bug photo checks that didn't go through last time. Tweaks to make the sampling distribution line up with expected and get rid of incorrectly-labeled sites. Total of 18 rows affected. Also added a 'flag' column to mark bugs that had processing problems, instead of leaving them out entirely. No change to total row count (49240); column count up to 32 from 31."
"bugSamplingChecksFix_20210402","4/02/2021","4.5.2","BENTHIC_INVERT_SAMPLES.20210402.csv","GitHubIssues_Fix","bugSamplingDistributionChecks_gh126_gh127.R","KG","Added rows to account for missing samples that were actually NFC, and removed any rows with incorrect siteIDs. Added projectID column and assigned projectIDs to samples (3, 7, or 26). New row count is 2137, up from 2130. Total of 18 rows affected."
"units.20210402","4/02/2021","4.5.2","UNITS.20210402.csv","GitHubIssues_Fix","meta_4.5.2","KG","Added a row for the new projectID column in each of FISH_SAMPLES, SAMPLES, and BENTHIC_INVERT_SAMPLES. 3 rows added, for a new row count of 1034."
"tableLimno_Profiles.20210414","4/14/2021","4.5.3","LIMNO_PROFILES_20210414.csv","summer2020/update3","writingUpdatingDBtables_20210414.R","RN","Added 2019 (2626 rows) and 2020 (1401 rows) to LIMNO_PROFILES for a total of 24255 rows."
